Time,Open,High,Low,Latest,Change,%Change,Volume
"2026-02-15 20:00",49670,49681,49609,49616,-57.,-0.11%,1026
"2026-02-15 16:00",49549,49675,49506,49673,147,+0.30%,2160
"2026-02-13 12:00",49732,49817,49427,49526,-206.,-0.41%,29148
"2026-02-13 08:00",49542,49793,49155,49732,189,+0.38%,72073
"2026-02-13 04:00",49421,49592,49298,49543,118,+0.24%,17357
"2026-02-13 00:00",49432,49487,49358,49425,-3.,-0.01%,7742
"2026-02-12 20:00",49528,49568,49412,49428,-97.,-0.20%,3865
"2026-02-12 16:00",49553,49586,49471,49525,-32.,-0.06%,6667
"2026-02-12 12:00",49546,49868,49493,49557,11,+0.02%,40201
"2026-02-12 08:00",50371,50521,49540,49546,-824.,-1.64%,79853
"2026-02-12 04:00",50383,50400,50274,50370,-14.,-0.03%,5610
"2026-02-12 00:00",50351,50386,50298,50384,35,+0.07%,4339
"2026-02-11 20:00",50282,50376,50256,50349,69,+0.14%,2542
"2026-02-11 16:00",50216,50301,50161,50280,79,+0.16%,2989
"2026-02-11 12:00",50211,50270,50098,50201,-14.,-0.03%,23733
"2026-02-11 08:00",50536,50585,49977,50215,-322.,-0.64%,68435
"2026-02-11 04:00",50347,50552,50270,50537,190,+0.38%,12836
"2026-02-11 00:00",50376,50396,50321,50347,-28.,-0.06%,3981
"2026-02-10 20:00",50393,50420,50375,50375,-19.,-0.04%,1715
"2026-02-10 16:00",50325,50406,50325,50394,62,+0.12%,1610
"2026-02-10 12:00",50453,50464,50203,50332,-119.,-0.24%,28655
"2026-02-10 08:00",50201,50611,50200,50451,249,+0.50%,56957
"2026-02-10 04:00",50254,50276,50107,50202,-52.,-0.10%,8031
"2026-02-10 00:00",50228,50295,50174,50254,27,+0.05%,4912
"2026-02-09 20:00",50222,50244,50190,50227,5,+0.01%,2144
"2026-02-09 16:00",50197,50231,50164,50222,25,+0.05%,2643
"2026-02-09 12:00",50154,50283,50105,50197,47,+0.09%,23455
"2026-02-09 08:00",50127,50300,49908,50150,23,+0.05%,53757
"2026-02-09 04:00",50231,50232,50097,50127,-101.,-0.20%,8523
"2026-02-09 00:00",50280,50323,50215,50228,-54.,-0.11%,6358
"2026-02-08 20:00",50286,50321,50245,50282,-5.,-0.01%,2785
"2026-02-08 16:00",50240,50339,50240,50287,86,+0.17%,5373
"2026-02-06 12:00",50036,50263,50001,50201,165,+0.33%,35630
"2026-02-06 08:00",49256,50069,49247,50036,778,+1.58%,80760
"2026-02-06 04:00",49075,49295,49043,49258,181,+0.37%,11621
"2026-02-06 00:00",48953,49124,48915,49077,125,+0.26%,9856
"2026-02-05 20:00",48922,48967,48841,48952,33,+0.07%,5070
"2026-02-05 16:00",48845,48922,48703,48919,41,+0.08%,10222
"2026-02-05 12:00",49236,49275,48848,48878,-357.,-0.73%,31471
"2026-02-05 08:00",49386,49451,48918,49235,-149.,-0.30%,75692
"2026-02-05 04:00",49488,49690,49383,49384,-111.,-0.22%,17788
"2026-02-05 00:00",49520,49588,49411,49495,-22.,-0.04%,6916
"2026-02-04 20:00",49662,49669,49467,49517,-144.,-0.29%,6128
"2026-02-04 16:00",49524,49665,49524,49661,114,+0.23%,3377
"2026-02-04 12:00",49384,49714,49215,49547,160,+0.32%,37605
"2026-02-04 08:00",49429,49758,49309,49387,-43.,-0.09%,72719
"2026-02-04 04:00",49442,49557,49422,49430,-14.,-0.03%,9334
"2026-02-04 00:00",49419,49507,49391,49444,26,+0.05%,6701
"2026-02-03 20:00",49368,49426,49368,49418,48,+0.10%,2086
"2026-02-03 16:00",49379,49412,49356,49370,4,+0.01%,2956
"2026-02-03 12:00",49122,49417,48934,49366,241,+0.49%,55157
"2026-02-03 08:00",49503,49767,49121,49125,-378.,-0.76%,77908
"2026-02-03 04:00",49504,49556,49453,49503,0,0.00%,5790
"2026-02-03 00:00",49556,49595,49487,49503,-52.,-0.10%,4049
"2026-02-02 20:00",49533,49568,49513,49555,19,+0.04%,2064
"2026-02-02 16:00",49481,49574,49474,49536,50,+0.10%,3170
"2026-02-02 12:00",49512,49602,49439,49486,-23.,-0.05%,26285
"2026-02-02 08:00",49017,49534,48813,49509,493,+1.01%,58274
"2026-02-02 04:00",48868,49034,48856,49016,149,+0.30%,8206
"2026-02-02 00:00",48622,48882,48506,48867,245,+0.50%,11030
"2026-02-01 20:00",48823,48851,48555,48622,-202.,-0.41%,8092
"2026-02-01 16:00",48864,49040,48759,48824,-156.,-0.32%,7769
"2026-01-30 12:00",48682,49090,48571,48980,297,+0.61%,43445
"2026-01-30 08:00",48901,49169,48629,48683,-221.,-0.45%,64342
"2026-01-30 04:00",48749,49081,48744,48904,153,+0.31%,12125
"2026-01-30 00:00",48937,48944,48696,48751,-187.,-0.38%,10154
"2026-01-29 20:00",48963,49004,48896,48938,-22.,-0.04%,4555
"2026-01-29 16:00",49123,49133,48916,48960,-147.,-0.30%,5558
"2026-01-29 12:00",48933,49203,48908,49107,171,+0.35%,31294
"2026-01-29 08:00",49178,49442,48724,48936,-239.,-0.49%,83716
"2026-01-29 04:00",49202,49429,49129,49175,-28.,-0.06%,19047
"2026-01-29 00:00",49144,49275,49142,49203,60,+0.12%,5464
"2026-01-28 20:00",49024,49151,49019,49143,118,+0.24%,2471
"2026-01-28 16:00",49134,49150,48981,49025,-100.,-0.20%,4789
"2026-01-28 12:00",49143,49277,48990,49125,-18.,-0.04%,34342
"2026-01-28 08:00",49115,49290,49054,49143,27,+0.05%,38867
"2026-01-28 04:00",49177,49200,49093,49116,-62.,-0.13%,6293
"2026-01-28 00:00",49173,49226,49124,49178,5,+0.01%,6370
"2026-01-27 20:00",49151,49179,49131,49173,20,+0.04%,1735
"2026-01-27 16:00",49150,49190,49109,49153,23,+0.05%,1843
"2026-01-27 12:00",49071,49171,49007,49130,61,+0.12%,23580
"2026-01-27 08:00",49233,49318,49039,49069,-164.,-0.33%,57247
"2026-01-27 04:00",49509,49566,49228,49233,-276.,-0.56%,14692
"2026-01-27 00:00",49533,49554,49484,49509,-23.,-0.05%,3716
"2026-01-26 20:00",49437,49536,49437,49532,95,+0.19%,1987
"2026-01-26 16:00",49421,49447,49357,49437,64,+0.13%,2087
"2026-01-26 12:00",49488,49644,49373,49373,-114.,-0.23%,29133
"2026-01-26 08:00",49321,49527,49303,49487,164,+0.33%,41195
"2026-01-26 04:00",49191,49326,49189,49323,128,+0.26%,6179
"2026-01-26 00:00",49176,49301,49159,49195,19,+0.04%,5292
"2026-01-25 20:00",49143,49180,49111,49176,37,+0.08%,2172
"2026-01-25 16:00",49036,49210,48850,49139,-41.,-0.08%,5162
"2026-01-23 12:00",49148,49305,49119,49180,33,+0.07%,25114
"2026-01-23 08:00",49323,49384,49131,49147,-175.,-0.35%,51729
"2026-01-23 04:00",49456,49486,49307,49322,-136.,-0.27%,9571
"2026-01-23 00:00",49608,49620,49433,49458,-150.,-0.30%,5062
"2026-01-22 20:00",49607,49610,49579,49608,1,0.00%,1503
"2026-01-22 16:00",49506,49608,49488,49607,100,+0.20%,2284
"2026-01-22 12:00",49773,49780,49486,49507,-267.,-0.54%,28848
"2026-01-22 08:00",49513,49795,49432,49774,259,+0.52%,59980
"2026-01-22 04:00",49461,49517,49370,49515,56,+0.11%,9187
"2026-01-22 00:00",49309,49474,49257,49459,149,+0.30%,7093
"2026-01-21 20:00",49367,49393,49305,49310,-58.,-0.12%,1770
"2026-01-21 16:00",49296,49373,49294,49368,87,+0.18%,2171
"2026-01-21 12:00",48932,49482,48803,49281,348,+0.71%,49609
"2026-01-21 08:00",48542,49205,48530,48933,388,+0.80%,76168
"2026-01-21 04:00",48685,48752,48488,48545,-138.,-0.28%,13144
"2026-01-21 00:00",48750,48792,48680,48683,-70.,-0.14%,4862
"2026-01-20 20:00",48765,48787,48729,48753,-11.,-0.02%,3085
"2026-01-20 16:00",48727,48779,48679,48764,34,+0.07%,2466
"2026-01-20 12:00",48861,48915,48611,48730,-133.,-0.27%,38847
"2026-01-20 08:00",48823,49095,48756,48863,39,+0.08%,69106
"2026-01-20 04:00",48718,48966,48689,48824,103,+0.21%,16176
"2026-01-20 00:00",49097,49097,48696,48721,-376.,-0.77%,14027
"2026-01-19 20:00",49119,49130,49072,49097,-23.,-0.05%,2500
"2026-01-19 16:00",49146,49179,49059,49120,-26.,-0.05%,3393
"2026-01-19 08:00",49184,49206,49069,49146,-42.,-0.09%,9118
"2026-01-19 04:00",49073,49222,49054,49188,112,+0.23%,5282
"2026-01-19 00:00",49186,49252,49052,49076,-110.,-0.22%,6109
"2026-01-18 20:00",49173,49214,49158,49186,12,+0.02%,1775
"2026-01-18 16:00",49310,49328,49160,49174,-380.,-0.77%,5547
"2026-01-16 12:00",49595,49715,49507,49554,-45.,-0.09%,25061
"2026-01-16 08:00",49643,49799,49424,49599,-46.,-0.09%,54105
"2026-01-16 04:00",49684,49711,49600,49645,-37.,-0.07%,6502
"2026-01-16 00:00",49729,49737,49677,49682,-45.,-0.09%,3491
"2026-01-15 20:00",49674,49750,49665,49727,53,+0.11%,2190
"2026-01-15 16:00",49653,49687,49645,49674,31,+0.06%,1581
"2026-01-15 12:00",49685,49792,49590,49643,-44.,-0.09%,25327
"2026-01-15 08:00",49326,49773,49299,49687,362,+0.73%,59835
"2026-01-15 04:00",49399,49508,49288,49325,-75.,-0.15%,15814
"2026-01-15 00:00",49331,49422,49304,49400,66,+0.13%,5207
"2026-01-14 20:00",49333,49368,49293,49334,1,0.00%,3830
"2026-01-14 16:00",49277,49336,49253,49333,29,+0.06%,4319
"2026-01-14 12:00",49133,49388,49115,49304,171,+0.35%,33790
"2026-01-14 08:00",49240,49400,49057,49133,-106.,-0.22%,69933
"2026-01-14 04:00",49329,49330,49208,49239,-92.,-0.19%,8877
"2026-01-14 00:00",49264,49343,49257,49331,66,+0.13%,4103
"2026-01-13 20:00",49307,49338,49257,49265,-43.,-0.09%,3190
"2026-01-13 16:00",49372,49387,49304,49308,-78.,-0.16%,2108
"2026-01-13 12:00",49454,49516,49274,49386,-69.,-0.14%,29727
"2026-01-13 08:00",49765,49823,49411,49455,-312.,-0.63%,59463
"2026-01-13 04:00",49749,49901,49669,49767,18,+0.04%,15131
"2026-01-13 00:00",49781,49784,49734,49749,-33.,-0.07%,3015
"2026-01-12 20:00",49764,49801,49759,49782,19,+0.04%,1208
"2026-01-12 16:00",49764,49779,49728,49763,1,0.00%,2155
"2026-01-12 12:00",49668,49855,49658,49762,94,+0.19%,20156
"2026-01-12 08:00",49408,49713,49212,49668,260,+0.53%,53309
"2026-01-12 04:00",49383,49427,49292,49408,27,+0.05%,8807
"2026-01-12 00:00",49482,49523,49340,49381,-102.,-0.21%,10837
"2026-01-11 20:00",49553,49553,49461,49483,-73.,-0.15%,2686
"2026-01-11 16:00",49720,49733,49511,49556,-177.,-0.36%,5771
"2026-01-09 12:00",49702,49775,49666,49733,31,+0.06%,17445
"2026-01-09 08:00",49642,49793,49408,49702,59,+0.12%,50671
"2026-01-09 04:00",49516,49675,49479,49643,129,+0.26%,6614
"2026-01-09 00:00",49501,49516,49451,49514,19,+0.04%,3110
"2026-01-08 20:00",49487,49514,49476,49495,9,+0.02%,1699
"2026-01-08 16:00",49569,49591,49475,49486,-82.,-0.17%,2243
"2026-01-08 12:00",49552,49603,49444,49568,17,+0.03%,23938
"2026-01-08 08:00",49060,49586,49001,49551,488,+0.99%,59635
"2026-01-08 04:00",49096,49110,49032,49063,-33.,-0.07%,7539
"2026-01-08 00:00",49110,49149,49064,49096,-15.,-0.03%,6103
"2026-01-07 20:00",49252,49264,49107,49111,-142.,-0.29%,4760
"2026-01-07 16:00",49239,49272,49228,49253,21,+0.04%,2998
"2026-01-07 12:00",49517,49517,49182,49232,-286.,-0.58%,31436
"2026-01-07 08:00",49786,49876,49446,49518,-270.,-0.54%,52678
"2026-01-07 04:00",49742,49800,49718,49788,44,+0.09%,5694
"2026-01-07 00:00",49785,49794,49732,49744,-41.,-0.08%,4744
"2026-01-06 20:00",49776,49808,49764,49785,8,+0.02%,3650
"2026-01-06 16:00",49752,49787,49728,49777,29,+0.06%,4104
"2026-01-06 12:00",49659,49766,49633,49748,92,+0.19%,24834
"2026-01-06 08:00",49182,49670,49139,49656,470,+0.96%,52190
"2026-01-06 04:00",49106,49214,49096,49186,84,+0.17%,5468
"2026-01-06 00:00",49231,49270,49100,49102,-127.,-0.26%,6295
"2026-01-05 20:00",49252,49269,49225,49229,-23.,-0.05%,2214
"2026-01-05 16:00",49225,49270,49201,49252,32,+0.07%,3554
"2026-01-05 12:00",49395,49463,49210,49220,-174.,-0.35%,28733
"2026-01-05 08:00",48659,49423,48647,49394,735,+1.51%,63168
"2026-01-05 04:00",48631,48674,48556,48659,30,+0.06%,5067
"2026-01-05 00:00",48641,48687,48608,48629,-11.,-0.02%,4236
"2026-01-04 20:00",48610,48644,48586,48640,34,+0.07%,2072
"2026-01-04 16:00",48653,48660,48574,48606,8,+0.02%,3650
"2026-01-02 12:00",48381,48652,48327,48598,215,+0.44%,26320
"2026-01-02 08:00",48491,48523,48092,48383,-105.,-0.22%,61352
"2026-01-02 04:00",48521,48569,48464,48488,-33.,-0.07%,4635
"2026-01-02 00:00",48468,48522,48418,48521,54,+0.11%,3829
"2026-01-01 20:00",48422,48475,48413,48467,45,+0.09%,2143
"2026-01-01 16:00",48373,48441,48355,48422,71,+0.15%,1813
"2025-12-31 12:00",48459,48573,48315,48351,-109.,-0.22%,17426
"2025-12-31 08:00",48654,48677,48439,48460,-192.,-0.39%,22254
"2025-12-31 04:00",48578,48666,48563,48652,76,+0.16%,2120
"2025-12-31 00:00",48602,48616,48570,48576,-25.,-0.05%,1677
"2025-12-30 20:00",48606,48650,48596,48601,-6.,-0.01%,1387
"2025-12-30 16:00",48685,48693,48585,48607,-70.,-0.14%,1322
"2025-12-30 12:00",48682,48714,48641,48677,-7.,-0.01%,11242
"2025-12-30 08:00",48736,48763,48573,48684,-53.,-0.11%,25160
"2025-12-30 04:00",48753,48764,48706,48737,-15.,-0.03%,2764
"2025-12-30 00:00",48755,48767,48685,48752,-3.,-0.01%,1856
"2025-12-29 20:00",48760,48768,48732,48755,-5.,-0.01%,757
"2025-12-29 16:00",48763,48774,48735,48760,-1.,0.00%,843
"2025-12-29 12:00",48703,48842,48701,48761,55,+0.11%,14001
"2025-12-29 08:00",48901,48987,48665,48706,-198.,-0.40%,27113
"2025-12-29 04:00",49006,49024,48873,48904,-102.,-0.21%,3507
"2025-12-29 00:00",48988,49016,48947,49006,18,+0.04%,2593
"2025-12-28 20:00",49009,49024,48979,48988,-21.,-0.04%,1052
"2025-12-28 16:00",48998,49052,48991,49009,7,+0.01%,1752
"2025-12-26 12:00",48920,49021,48872,49002,85,+0.17%,10104
"2025-12-26 08:00",48984,49069,48899,48917,-66.,-0.13%,18283
"2025-12-26 04:00",48976,49000,48917,48983,6,+0.01%,2403
"2025-12-26 00:00",49003,49027,48952,48977,-26.,-0.05%,1446
"2025-12-25 20:00",49018,49038,48992,49003,-15.,-0.03%,1002
"2025-12-25 16:00",49050,49086,49015,49018,-7.,-0.01%,1107
"2025-12-24 12:00",49022,49050,49004,49025,3,+0.01%,822
"2025-12-24 08:00",48753,49084,48681,49022,268,+0.55%,20077
"2025-12-24 04:00",48729,48763,48711,48754,24,+0.05%,1937
"2025-12-24 00:00",48716,48735,48702,48730,12,+0.02%,1383
"2025-12-23 20:00",48730,48738,48716,48718,-13.,-0.03%,884
"2025-12-23 16:00",48744,48751,48724,48731,-1.,0.00%,1028
"2025-12-23 12:00",48772,48854,48726,48732,-40.,-0.08%,12836
"2025-12-23 08:00",48585,48798,48532,48772,185,+0.38%,26780
"2025-12-23 04:00",48716,48728,48578,48587,-129.,-0.26%,4839
"2025-12-23 00:00",48652,48718,48648,48716,65,+0.13%,2118
"2025-12-22 20:00",48693,48712,48637,48651,-41.,-0.08%,1367
"2025-12-22 16:00",48684,48703,48670,48692,14,+0.03%,953
"2025-12-22 12:00",48776,48777,48660,48678,-96.,-0.20%,14305
"2025-12-22 08:00",48524,48787,48511,48774,251,+0.52%,37463
"2025-12-22 04:00",48508,48526,48458,48523,15,+0.03%,12899
"2025-12-22 00:00",48484,48544,48483,48508,23,+0.05%,2564
"2025-12-21 20:00",48509,48525,48481,48485,-27.,-0.06%,1230
"2025-12-21 16:00",48600,48600,48500,48512,22,+0.05%,2244
"2025-12-19 12:00",48576,48620,48426,48490,-88.,-0.18%,18420
"2025-12-19 08:00",48295,48634,48280,48578,283,+0.59%,35449
"2025-12-19 04:00",48372,48384,48261,48295,-79.,-0.16%,5817
"2025-12-19 00:00",48191,48375,48127,48374,184,+0.38%,4590
"2025-12-18 20:00",48249,48259,48186,48190,-63.,-0.13%,2379
"2025-12-18 16:00",48238,48268,48206,48253,-1.,0.00%,2395
"2025-12-18 12:00",48417,48542,48239,48254,-163.,-0.34%,25069
"2025-12-18 08:00",48440,48728,48196,48417,-27.,-0.06%,56290
"2025-12-18 04:00",48302,48518,48291,48444,143,+0.30%,9440
"2025-12-18 00:00",48187,48304,48171,48301,116,+0.24%,3334
"2025-12-17 20:00",48233,48276,48146,48185,-36.,-0.07%,3623
"2025-12-17 16:00",48258,48292,48208,48221,-51.,-0.11%,2836
"2025-12-17 12:00",48346,48411,48207,48272,-74.,-0.15%,24568
"2025-12-17 08:00",48593,48749,48303,48346,-246.,-0.51%,50653
"2025-12-17 04:00",48560,48629,48547,48592,29,+0.06%,7466
"2025-12-17 00:00",48455,48574,48453,48563,108,+0.22%,3915
"2025-12-16 20:00",48474,48476,48405,48455,-17.,-0.04%,2092
"2025-12-16 16:00",48456,48479,48362,48472,28,+0.06%,5986
"2025-12-16 12:00",48369,48594,48313,48444,74,+0.15%,30333
"2025-12-16 08:00",48798,48848,48359,48370,-426.,-0.87%,48496
"2025-12-16 04:00",48679,48917,48670,48796,116,+0.24%,5782
"2025-12-16 00:00",48652,48758,48642,48680,31,+0.06%,3571
"2025-12-15 20:00",48698,48733,48644,48649,-51.,-0.10%,2462
"2025-12-15 16:00",48853,48864,48659,48700,-145.,-0.30%,4007
"2025-12-15 12:00",48749,48867,48678,48845,97,+0.20%,16216
"2025-12-15 08:00",49111,49134,48675,48748,-363.,-0.74%,34429
"2025-12-15 04:00",49080,49117,49060,49111,32,+0.07%,3150
"2025-12-15 00:00",49009,49086,48972,49079,62,+0.13%,2675
"2025-12-14 20:00",48986,49034,48974,49017,29,+0.06%,972
"2025-12-14 16:00",48849,48989,48836,48988,80,+0.16%,1595
"2025-12-12 12:00",48950,49009,48778,48908,-37.,-0.08%,4794
"2025-12-12 08:00",49249,49294,48738,48945,-301.,-0.61%,9216
"2025-12-12 04:00",49249,49257,49174,49246,17,+0.03%,410
"2025-12-12 00:00",49250,49299,49205,49229,-26.,-0.05%,321
"2025-12-11 20:00",49225,49255,49211,49255,27,+0.05%,138
"2025-12-11 16:00",49246,49250,49153,49228,39,+0.08%,204
"2025-12-11 12:00",49070,49204,49054,49189,141,+0.29%,1557
"2025-12-11 08:00",48477,49143,48472,49048,580,+1.20%,3110
"2025-12-11 04:00",48365,48514,48350,48468,116,+0.24%,141
"2025-12-11 00:00",48247,48363,48233,48352,110,+0.23%,149
"2025-12-10 20:00",48450,48450,48223,48242,-237.,-0.49%,240
"2025-12-10 16:00",48521,48521,48467,48479,-41.,-0.08%,31
"2025-12-10 12:00",48211,48606,48103,48520,335,+0.70%,703
"2025-12-10 08:00",47947,48235,47870,48185,214,+0.45%,340
"2025-12-10 04:00",47988,48023,47885,47971,-17.,-0.04%,129
"2025-12-10 00:00",48002,48014,47958,47988,16,+0.03%,22
"2025-12-09 20:00",47980,48013,47957,47972,1,0.00%,31
"2025-12-09 16:00",47946,47980,47946,47971,33,+0.07%,14
"2025-12-09 12:00",48082,48085,47938,47938,-138.,-0.29%,99
"2025-12-09 08:00",48102,48362,48017,48076,-31.,-0.06%,218
"2025-12-09 04:00",48142,48205,48078,48107,-55.,-0.11%,62
"2025-12-09 00:00",48180,48186,48156,48162,7,+0.01%,10
"2025-12-08 20:00",48148,48158,48144,48155,19,+0.04%,8
"2025-12-08 16:00",48139,48166,48136,48136,-32.,-0.07%,14
"2025-12-08 12:00",48178,48178,48021,48168,-15.,-0.03%,90
"2025-12-08 08:00",48407,48412,48104,48183,-195.,-0.40%,129
"2025-12-08 04:00",48369,48388,48368,48378,10,+0.02%,12
"2025-12-08 00:00",48368,48377,48333,48368,-11.,-0.02%,25
"2025-12-07 20:00",48346,48379,48345,48379,29,+0.06%,8
"2025-12-07 16:00",48370,48370,48317,48350,-17.,-0.04%,19
"2025-12-05 12:00",48414,48450,48303,48367,17,+0.04%,54
"2025-12-05 08:00",48221,48536,48221,48350,133,+0.28%,281
"2025-12-05 04:00",48249,48335,48175,48217,-42.,-0.09%,76
"2025-12-05 00:00",48282,48321,48249,48259,-38.,-0.08%,14
"2025-12-04 20:00",48298,48333,48296,48297,-1.,0.00%,5
"2025-12-04 16:00",48250,48298,48239,48298,8,+0.02%,5
"2025-12-04 12:00",48303,48345,48120,48290,-20.,-0.04%,50
"2025-12-04 08:00",48338,48472,48197,48310,-23.,-0.05%,233
"2025-12-04 04:00",48365,48366,48333,48333,-32.,-0.07%,12
"2025-12-04 00:00",48360,48374,48313,48365,5,+0.01%,13
"2025-12-03 20:00",48340,48362,48340,48360,-3.,-0.01%,9
"2025-12-03 16:00",48344,48373,48325,48363,-29.,-0.06%,19
"2025-12-03 12:00",48248,48428,48223,48392,154,+0.32%,248
"2025-12-03 08:00",47938,48262,47796,48238,261,+0.54%,334
"2025-12-03 04:00",48000,48006,47938,47977,-21.,-0.04%,19
"2025-12-03 00:00",47977,47998,47960,47998,8,+0.02%,12
"2025-12-02 20:00",47970,48010,47968,47990,20,+0.04%,6
"2025-12-02 16:00",47926,47970,47901,47970,83,+0.17%,15
"2025-12-02 12:00",47776,48008,47739,47887,11,+0.02%,37
"2025-12-02 08:00",47844,47991,47700,47876,52,+0.11%,126
"2025-12-02 04:00",47753,47824,47747,47824,93,+0.19%,11
"2025-12-02 00:00",47659,47734,47638,47731,82,+0.17%,32
"2025-12-01 20:00",47683,47690,47631,47649,-60.,-0.13%,48
