Time,Open,High,Low,Latest,Change,%Change,Volume
"2026-02-18 16:00",24943.5,24995,24916.25,24972.5,36,+0.14%,15282
"2026-02-18 12:00",25097.75,25127.25,24856,24936.5,-161.75,-0.64%,179384
"2026-02-18 08:00",24828.75,25128.25,24752,25098.25,270.25,+1.09%,262518
"2026-02-18 04:00",24910,24962.5,24817.25,24828,-81.,-0.33%,37868
"2026-02-18 00:00",24826,24941.5,24802,24909,83.5,+0.34%,23033
"2026-02-17 20:00",24745.75,24847,24736,24825.5,81,+0.33%,12190
"2026-02-17 16:00",24773.75,24783.25,24700.75,24744.5,-23.75,-0.10%,17129
"2026-02-17 12:00",24698,24889.75,24649.25,24768.25,70.75,+0.29%,178977
"2026-02-17 08:00",24613,24815.75,24449.25,24697.5,85.5,+0.35%,335722
"2026-02-17 04:00",24687.5,24705.25,24518,24612,-74.75,-0.30%,42712
"2026-02-17 00:00",24582.75,24726.75,24582.75,24686.75,104,+0.42%,26588
"2026-02-16 20:00",24666.5,24686,24558.25,24582.75,-86.25,-0.35%,28266
"2026-02-16 16:00",24746.25,24842.5,24651,24669,-78.25,-0.32%,24261
"2026-02-16 08:00",24844.25,24844.25,24670.75,24747.25,-97.,-0.39%,65132
"2026-02-16 04:00",24909.75,24911.5,24842.5,24844.25,-67.,-0.27%,9552
"2026-02-16 00:00",24811,24922.25,24793.75,24911.25,100.25,+0.40%,11550
"2026-02-15 20:00",24860.5,24872.5,24794.25,24811,-50.,-0.20%,7264
"2026-02-15 16:00",24789.75,24868.75,24754.5,24861,87.5,+0.35%,13339
"2026-02-13 12:00",24939,24995.5,24731.75,24773.5,-165.,-0.66%,169346
"2026-02-13 08:00",24780.75,24993.5,24578.75,24938.5,157,+0.63%,339323
"2026-02-13 04:00",24773.25,24823.25,24620.5,24781.5,7.5,+0.03%,72313
"2026-02-13 00:00",24711.75,24808,24642.25,24774,61.5,+0.25%,37986
"2026-02-12 20:00",24788.25,24832.25,24690.75,24712.5,-73.75,-0.30%,20380
"2026-02-12 16:00",24842.25,24864.75,24709.75,24786.25,-35.75,-0.14%,39492
"2026-02-12 12:00",24825.5,24943.75,24721.5,24822,-3.25,-0.01%,221212
"2026-02-12 08:00",25396.25,25400.25,24805.75,24825.25,-570.5,-2.25%,363523
"2026-02-12 04:00",25354.75,25419.75,25320.25,25395.75,40,+0.16%,25695
"2026-02-12 00:00",25338.5,25369.25,25292,25355.75,18.75,+0.07%,16338
"2026-02-11 20:00",25301.75,25344.75,25268.75,25337,36,+0.14%,11197
"2026-02-11 16:00",25289,25314.75,25206,25301,22.25,+0.09%,15854
"2026-02-11 12:00",25264.5,25360.5,25200.75,25278.75,15,+0.06%,128651
"2026-02-11 08:00",25443.5,25465.25,25058.25,25263.75,-180.5,-0.71%,304777
"2026-02-11 04:00",25204.25,25452,25146.25,25444.25,239,+0.95%,50338
"2026-02-11 00:00",25287.75,25316,25204,25205.25,-82.25,-0.33%,18984
"2026-02-10 20:00",25315.75,25345.5,25278.75,25287.5,-28.75,-0.11%,11777
"2026-02-10 16:00",25259,25326.25,25252.75,25316.25,59,+0.23%,10019
"2026-02-10 12:00",25383.5,25386,25198.25,25257.25,-126.5,-0.50%,141932
"2026-02-10 08:00",25372.75,25447.25,25255.75,25383.75,11,+0.04%,232965
"2026-02-10 04:00",25363.75,25421.5,25292.25,25372.75,8.75,+0.03%,35388
"2026-02-10 00:00",25352.5,25407.5,25291.75,25364,12.25,+0.05%,19680
"2026-02-09 20:00",25334,25358.25,25278.5,25351.75,17,+0.07%,15312
"2026-02-09 16:00",25363,25395.5,25300,25334.75,-26.75,-0.11%,19844
"2026-02-09 12:00",25355,25428.75,25312,25361.5,6.25,+0.02%,125230
"2026-02-09 08:00",25080,25416.5,24955.5,25355.25,276.25,+1.10%,243972
"2026-02-09 04:00",25088.25,25155.75,24968.5,25079,-10.,-0.04%,42606
"2026-02-09 00:00",25216,25222,25073,25089,-126.25,-0.50%,27016
"2026-02-08 20:00",25216.5,25263.75,25176.5,25215.25,-2.5,-0.01%,16938
"2026-02-08 16:00",25153.75,25346.5,25153.75,25217.75,110,+0.44%,27018
"2026-02-06 12:00",25092.75,25222,25052.75,25107.75,15.5,+0.06%,133678
"2026-02-06 08:00",24797,25108.75,24700.75,25092.25,292.5,+1.18%,333982
"2026-02-06 04:00",24749.5,24873.25,24712,24799.75,49,+0.20%,53499
"2026-02-06 00:00",24582,24783.75,24490.75,24750.75,168,+0.68%,40543
"2026-02-05 20:00",24531,24597.25,24425.25,24582.75,51.5,+0.21%,28550
"2026-02-05 16:00",24416,24536,24239.75,24531.25,106,+0.43%,48724
"2026-02-05 12:00",24783.75,24839.25,24407.25,24425.25,-357.,-1.44%,209964
"2026-02-05 08:00",24768.25,24960.75,24543.25,24782.25,14.5,+0.06%,390930
"2026-02-05 04:00",25031,25092,24707.5,24767.75,-263.,-1.05%,70840
"2026-02-05 00:00",24996.75,25123.75,24978.75,25030.75,34,+0.14%,33064
"2026-02-04 20:00",25124,25135,24915.75,24996.75,-126.,-0.50%,34673
"2026-02-04 16:00",25061.75,25169,25030.75,25122.75,6.5,+0.03%,18972
"2026-02-04 12:00",24873.75,25181.25,24819,25116.25,242,+0.97%,238810
"2026-02-04 08:00",25356.25,25390,24783.5,24874.25,-483.75,-1.91%,394447
"2026-02-04 04:00",25402.25,25490.5,25342,25358,-45.75,-0.18%,35770
"2026-02-04 00:00",25442.5,25514.25,25354.5,25403.75,-39.25,-0.15%,27403
"2026-02-03 20:00",25441.5,25473.75,25399.5,25443,2.25,+0.01%,14104
"2026-02-03 16:00",25387.5,25454.75,25362,25440.75,19.5,+0.08%,19612
"2026-02-03 12:00",25386.5,25477,25219,25421.25,34,+0.13%,227003
"2026-02-03 08:00",25967,25976.75,25345,25387.25,-580.,-2.23%,385514
"2026-02-03 04:00",25970.5,26003.5,25923.5,25967.25,-2.,-0.01%,22162
"2026-02-03 00:00",25987.75,26027.75,25958.25,25969.25,-17.,-0.07%,19345
"2026-02-02 20:00",25959,25996.75,25900.5,25986.25,26,+0.10%,14221
"2026-02-02 16:00",25876.5,25990.75,25866.5,25960.25,87,+0.34%,17375
"2026-02-02 12:00",25923.75,25949.5,25821.75,25873.25,-50.25,-0.19%,125559
"2026-02-02 08:00",25529.75,25941.75,25520.25,25923.5,394.25,+1.54%,250294
"2026-02-02 04:00",25453.25,25540,25391.25,25529.25,75.25,+0.30%,40339
"2026-02-02 00:00",25250,25463,25180.25,25454,203.25,+0.80%,46948
"2026-02-01 20:00",25408.25,25449.75,25216.25,25250.75,-156.5,-0.62%,56412
"2026-02-01 16:00",25530,25645.75,25373.75,25407.25,-232.,-0.90%,50778
"2026-01-30 12:00",25677.75,25781.5,25568.75,25639.25,-40.25,-0.16%,240548
"2026-01-30 08:00",25825.75,25940,25678.25,25679.5,-146.75,-0.57%,318260
"2026-01-30 04:00",25696.5,25905.25,25694,25826.25,129.5,+0.50%,44295
"2026-01-30 00:00",25833.75,25838.5,25649.75,25696.75,-136.25,-0.53%,38915
"2026-01-29 20:00",25852.25,25896,25736,25833,-19.25,-0.07%,26979
"2026-01-29 16:00",25998.5,26020,25796.75,25852.25,-130.25,-0.50%,31908
"2026-01-29 12:00",25760.25,26050,25758.25,25982.5,222,+0.86%,168620
"2026-01-29 08:00",26194.25,26196.75,25536,25760.5,-434.25,-1.66%,423781
"2026-01-29 04:00",26211,26237,26150.5,26194.75,-17.,-0.06%,29057
"2026-01-29 00:00",26233.25,26280.5,26210,26211.75,-22.5,-0.09%,19284
"2026-01-28 20:00",26129.25,26249.5,26122.75,26234.25,105.5,+0.40%,15192
"2026-01-28 16:00",26282.5,26296,26085.5,26128.75,-139.5,-0.53%,31768
"2026-01-28 12:00",26140.5,26287.75,25993.25,26268.25,127.5,+0.49%,180381
"2026-01-28 08:00",26273.5,26301,26100.75,26140.75,-132.75,-0.51%,231119
"2026-01-28 04:00",26285.25,26326.75,26255.25,26273.5,-11.,-0.04%,31258
"2026-01-28 00:00",26246,26349,26246,26284.5,39,+0.15%,34572
"2026-01-27 20:00",26204,26248.75,26192.5,26245.5,40.25,+0.15%,11742
"2026-01-27 16:00",26111.25,26228.25,26111.25,26205.25,95.25,+0.36%,17355
"2026-01-27 12:00",26062,26118,26038,26110,48.25,+0.19%,117276
"2026-01-27 08:00",25990.5,26106.75,25917.25,26061.75,72,+0.28%,231989
"2026-01-27 04:00",25974,26043,25970,25989.75,16,+0.06%,25645
"2026-01-27 00:00",26007.75,26028.25,25967,25973.75,-34.5,-0.13%,19758
"2026-01-26 20:00",25922,26009.75,25921.25,26008.25,86.25,+0.33%,14628
"2026-01-26 16:00",25861.25,25927,25838.5,25922,60.75,+0.23%,10950
"2026-01-26 12:00",25890.5,25932.25,25834,25861.25,-30.,-0.12%,119414
"2026-01-26 08:00",25716.25,25936.5,25704.25,25891.25,175,+0.68%,220320
"2026-01-26 04:00",25618.25,25721.75,25614.25,25716.25,98,+0.38%,25363
"2026-01-26 00:00",25675.5,25742,25582,25618.25,-55.75,-0.22%,24091
"2026-01-25 20:00",25649.25,25676,25595.25,25674,24.5,+0.10%,20630
"2026-01-25 16:00",25585.5,25668.75,25365.25,25649.5,-31.,-0.12%,32982
"2026-01-23 12:00",25693.75,25774.75,25672.25,25680.5,-13.25,-0.05%,140855
"2026-01-23 08:00",25570.75,25845.75,25556.75,25693.75,123,+0.48%,268897
"2026-01-23 04:00",25558.25,25658,25550,25570.75,12.5,+0.05%,37614
"2026-01-23 00:00",25713.5,25731.5,25540.25,25558.25,-155.25,-0.60%,27108
"2026-01-22 20:00",25686.75,25714.5,25665,25713.5,26.75,+0.10%,10105
"2026-01-22 16:00",25605,25688,25575.5,25686.75,56.75,+0.22%,15032
"2026-01-22 12:00",25711.75,25723.5,25584.75,25630,-82.25,-0.32%,154953
"2026-01-22 08:00",25735.75,25739,25536.75,25712.25,-24.,-0.09%,276293
"2026-01-22 04:00",25699.25,25739.75,25659,25736.25,37.75,+0.15%,34168
"2026-01-22 00:00",25533.5,25715.75,25483.75,25698.5,164.25,+0.64%,33375
"2026-01-21 20:00",25595.25,25602.5,25527.75,25534.25,-60.25,-0.24%,11785
"2026-01-21 16:00",25529.5,25601,25523.25,25594.5,85,+0.33%,16109
"2026-01-21 12:00",25244.75,25653.5,25150.75,25509.5,263.25,+1.04%,273831
"2026-01-21 08:00",25083,25494.25,25072.25,25246.25,161.25,+0.64%,403095
"2026-01-21 04:00",25129.5,25188.25,25025,25085,-44.,-0.18%,53642
"2026-01-21 00:00",25219.75,25246.5,25128.75,25129,-91.25,-0.36%,26081
"2026-01-20 20:00",25202.25,25227.5,25168,25220.25,18.25,+0.07%,19537
"2026-01-20 16:00",25149.5,25218.75,25103.5,25202,59.25,+0.24%,18496
"2026-01-20 12:00",25293,25311.25,25098,25142.75,-150.,-0.59%,198986
"2026-01-20 08:00",25211.75,25429.75,25201.5,25292.75,80.25,+0.32%,334782
"2026-01-20 04:00",25134.5,25283.75,25109.5,25212.5,78.25,+0.31%,58895
"2026-01-20 00:00",25382.5,25390.5,25095.25,25134.25,-249.25,-0.98%,54915
"2026-01-19 20:00",25420,25439.75,25367.25,25383.5,-36.75,-0.14%,15869
"2026-01-19 16:00",25394.75,25432.5,25323.75,25420.25,22,+0.09%,19576
"2026-01-19 08:00",25318.5,25417.25,25236.5,25398.25,76.75,+0.30%,73257
"2026-01-19 04:00",25280.25,25348.5,25257.75,25321.5,40.75,+0.16%,24482
"2026-01-19 00:00",25393.25,25414.25,25262,25280.75,-112.5,-0.44%,28736
"2026-01-18 20:00",25399.25,25424.75,25363,25393.25,-4.5,-0.02%,13324
"2026-01-18 16:00",25471,25472,25373.25,25397.75,-283.5,-1.10%,28730
"2026-01-16 12:00",25660.75,25748,25654,25681.25,21.25,+0.08%,137113
"2026-01-16 08:00",25826,25891,25591.5,25660,-166.5,-0.64%,282893
"2026-01-16 04:00",25815.5,25873.25,25802,25826.5,11,+0.04%,26305
"2026-01-16 00:00",25808,25845.25,25795.5,25815.5,7.75,+0.03%,14715
"2026-01-15 20:00",25769.75,25820.25,25762.5,25807.75,38.25,+0.15%,9338
"2026-01-15 16:00",25720.5,25783.25,25704.25,25769.5,62.5,+0.24%,11912
"2026-01-15 12:00",25853.25,25911,25676.5,25707,-146.5,-0.57%,189595
"2026-01-15 08:00",25893.75,25952.75,25803.25,25853.5,-40.25,-0.16%,287497
"2026-01-15 04:00",25812.25,25916.75,25800,25893.75,81,+0.31%,35612
"2026-01-15 00:00",25622,25832.75,25611.25,25812.75,190,+0.74%,36742
"2026-01-14 20:00",25630.25,25647.5,25569.5,25622.75,-7.,-0.03%,16533
"2026-01-14 16:00",25593,25643,25562.5,25629.75,17.75,+0.07%,17361
"2026-01-14 12:00",25449.75,25659,25420.75,25612,162.25,+0.64%,199680
"2026-01-14 08:00",25754.25,25790.25,25433.25,25449.75,-305.,-1.18%,358930
"2026-01-14 04:00",25852.75,25852.75,25701.25,25754.75,-97.25,-0.38%,42834
"2026-01-14 00:00",25856.5,25879,25835.5,25852,-4.25,-0.02%,13322
"2026-01-13 20:00",25885.5,25925.75,25852.75,25856.25,-30.25,-0.12%,9838
"2026-01-13 16:00",25900.75,25924.75,25879,25886.5,-11.75,-0.05%,10029
"2026-01-13 12:00",25876.5,25926.5,25803.25,25898.25,21,+0.08%,155003
"2026-01-13 08:00",25970.25,26042.75,25809.25,25877.25,-94.,-0.36%,315306
"2026-01-13 04:00",25908.75,26045.5,25870.5,25971.25,61.5,+0.24%,41401
"2026-01-13 00:00",25902,25936.75,25893.5,25909.75,8.25,+0.03%,14194
"2026-01-12 20:00",25879.75,25907.25,25861.5,25901.5,22.75,+0.09%,11893
"2026-01-12 16:00",25953.5,25954,25845.75,25878.75,-63.5,-0.24%,17001
"2026-01-12 12:00",25968.5,26020.5,25932.75,25942.25,-25.75,-0.10%,109474
"2026-01-12 08:00",25743.75,25974,25719.75,25968,224.5,+0.87%,227736
"2026-01-12 04:00",25698.5,25763,25686.25,25743.5,45.5,+0.18%,27600
"2026-01-12 00:00",25699.75,25750,25632.75,25698,-0.75,0.00%,28805
"2026-01-11 20:00",25777.5,25778.25,25676.25,25698.75,-79.75,-0.31%,23943
"2026-01-11 16:00",25949,25960,25723.25,25778.5,-153.25,-0.59%,31760
"2026-01-09 12:00",25923.5,25985.5,25882,25931.75,8.25,+0.03%,122011
"2026-01-09 08:00",25805.25,25936,25615.5,25923.5,118.75,+0.46%,312592
"2026-01-09 04:00",25722.5,25807.5,25712,25804.75,83,+0.32%,29935
"2026-01-09 00:00",25693.25,25725.25,25652.25,25721.75,28.25,+0.11%,14203
"2026-01-08 20:00",25651.5,25695.25,25649.5,25693.5,41.75,+0.16%,10934
"2026-01-08 16:00",25725,25727.25,25627.5,25651.75,-60.25,-0.23%,12563
"2026-01-08 12:00",25681,25741.75,25595,25712,31.5,+0.12%,128044
"2026-01-08 08:00",25799.5,25811,25569,25680.5,-119.,-0.46%,298123
"2026-01-08 04:00",25769,25818,25738.75,25799.5,29.5,+0.11%,22601
"2026-01-08 00:00",25738.5,25805.25,25670,25770,31.75,+0.12%,28825
"2026-01-07 20:00",25837,25840.5,25737.25,25738.25,-99.5,-0.39%,12871
"2026-01-07 16:00",25838.75,25849.75,25805.75,25837.75,2,+0.01%,10923
"2026-01-07 12:00",25971,25979,25814.5,25835.75,-135.25,-0.52%,161206
"2026-01-07 08:00",25788.25,25996.25,25761.5,25971,182.25,+0.71%,247871
"2026-01-07 04:00",25752.5,25793.75,25727.75,25788.75,35.75,+0.14%,22556
"2026-01-07 00:00",25782.75,25799.75,25727,25753,-30.5,-0.12%,16099
"2026-01-06 20:00",25815.75,25832.75,25775.5,25783.5,-34.,-0.13%,11045
"2026-01-06 16:00",25831.25,25844.75,25811.5,25817.5,-13.75,-0.05%,11952
"2026-01-06 12:00",25759.75,25837.75,25745,25831.25,71,+0.28%,108974
"2026-01-06 08:00",25616.75,25785.5,25592.5,25760.25,143.75,+0.56%,268300
"2026-01-06 04:00",25585.5,25650.5,25571.75,25616.5,29.75,+0.12%,19124
"2026-01-06 00:00",25643,25674.25,25527.5,25586.75,-56.,-0.22%,21196
"2026-01-05 20:00",25598,25653.25,25592.25,25642.75,45.25,+0.18%,9708
"2026-01-05 16:00",25583,25602.75,25552.25,25597.5,19.25,+0.08%,11866
"2026-01-05 12:00",25627,25632.25,25549.5,25578.25,-48.5,-0.19%,119597
"2026-01-05 08:00",25576,25708,25538.5,25626.75,50.75,+0.20%,258496
"2026-01-05 04:00",25512.25,25592.75,25511.25,25576,64,+0.25%,23315
"2026-01-05 00:00",25494.5,25556.75,25455,25512,16.75,+0.07%,18824
"2026-01-04 20:00",25459.25,25497,25452.25,25495.25,37,+0.15%,10603
"2026-01-04 16:00",25431.75,25487.5,25406.5,25458.25,63.75,+0.25%,23168
"2026-01-02 12:00",25323.5,25457,25265.25,25394.5,70.75,+0.28%,142068
"2026-01-02 08:00",25692,25803.75,25293.75,25323.75,-369.,-1.44%,327667
"2026-01-02 04:00",25734,25742.75,25679.25,25692.75,-40.25,-0.16%,20772
"2026-01-02 00:00",25638.25,25740.5,25624.75,25733,94,+0.37%,20140
"2026-01-01 20:00",25555.25,25644,25555,25639,83.5,+0.33%,15387
"2026-01-01 16:00",25478.5,25556.25,25448.5,25555.5,120.75,+0.47%,12550
"2025-12-31 12:00",25581.5,25634.5,25429,25434.75,-146.75,-0.57%,123055
"2025-12-31 08:00",25702.75,25716.75,25542.5,25581.5,-121.5,-0.47%,142653
"2025-12-31 04:00",25569.25,25714.75,25561,25703,133.5,+0.52%,18218
"2025-12-31 00:00",25599,25609.75,25552.5,25569.5,-29.5,-0.12%,13667
"2025-12-30 20:00",25617.5,25635.75,25593.75,25599,-19.,-0.07%,8574
"2025-12-30 16:00",25683.25,25689.5,25588,25618,-58.,-0.23%,13114
"2025-12-30 12:00",25728.75,25744.25,25668.25,25676,-52.75,-0.21%,83462
"2025-12-30 08:00",25714.25,25793.75,25674.25,25728.75,15,+0.06%,172192
"2025-12-30 04:00",25738.75,25745.75,25691.25,25713.75,-25.25,-0.10%,15247
"2025-12-30 00:00",25744.5,25752.25,25684.75,25739,-5.5,-0.02%,9093
"2025-12-29 20:00",25724.5,25755,25700.75,25744.5,20.5,+0.08%,7974
"2025-12-29 16:00",25740,25747.75,25696.75,25724,-20.5,-0.08%,8463
"2025-12-29 12:00",25699.25,25774.25,25680.5,25744.5,44.5,+0.17%,90225
"2025-12-29 08:00",25694.75,25819,25648,25700,7,+0.03%,191554
"2025-12-29 04:00",25762.5,25776.75,25660.75,25693,-69.5,-0.27%,21947
"2025-12-29 00:00",25820.25,25842.75,25732,25762.5,-57.5,-0.22%,16760
"2025-12-28 20:00",25842.5,25868,25817.75,25820,-22.,-0.09%,10329
"2025-12-28 16:00",25863.25,25893.75,25835.5,25842,-14.,-0.05%,11040
"2025-12-26 12:00",25871.75,25899,25850.75,25856,-15.75,-0.06%,69644
"2025-12-26 08:00",25897,25935.25,25834.25,25871.75,-24.75,-0.10%,135778
"2025-12-26 04:00",25876.5,25923.25,25866.25,25896.5,20.5,+0.08%,10975
"2025-12-26 00:00",25876.5,25880.75,25843.25,25876,-0.25,0.00%,6237
"2025-12-25 20:00",25889.25,25903,25871,25876.25,-13.75,-0.05%,5018
"2025-12-25 16:00",25868,25916.5,25864.75,25890,25.25,+0.10%,7961
"2025-12-24 12:00",25877.5,25881.75,25852.5,25864.75,-13.,-0.05%,5262
"2025-12-24 08:00",25822.75,25892,25784,25877.75,55.25,+0.21%,126666
"2025-12-24 04:00",25798.75,25831.75,25785.5,25822.5,23.75,+0.09%,9346
"2025-12-24 00:00",25791,25807,25783.5,25798.75,8,+0.03%,4989
"2025-12-23 20:00",25807,25812.25,25777.5,25790.75,-17.25,-0.07%,7020
"2025-12-23 16:00",25815.75,25827,25800.25,25808,-3.5,-0.01%,6566
"2025-12-23 12:00",25754.25,25822.5,25751.5,25811.5,56.75,+0.22%,84771
"2025-12-23 08:00",25621,25777.75,25609,25754.75,135,+0.53%,196131
"2025-12-23 04:00",25718.5,25725,25608.25,25619.75,-99.,-0.38%,21320
"2025-12-23 00:00",25677.25,25728.5,25653.25,25718.75,41,+0.16%,11084
"2025-12-22 20:00",25710.75,25738.75,25677.5,25677.75,-32.75,-0.13%,9584
"2025-12-22 16:00",25701,25730,25695,25710.5,10.25,+0.04%,7654
"2025-12-22 12:00",25721.25,25722.25,25673,25700.25,-20.75,-0.08%,94282
"2025-12-22 08:00",25753,25794.75,25628,25721,-31.5,-0.12%,212334
"2025-12-22 04:00",25712.5,25757,25696.25,25752.5,40,+0.16%,16601
"2025-12-22 00:00",25674.25,25725.75,25674,25712.5,38,+0.15%,11046
"2025-12-21 20:00",25689,25699.25,25662.25,25674.5,-14.25,-0.06%,9446
"2025-12-21 16:00",25635.25,25697,25632.25,25688.75,91.25,+0.36%,17623
"2025-12-19 12:00",25577.75,25599.25,25543.75,25597.5,19.25,+0.08%,120944
"2025-12-19 08:00",25323,25600.25,25298.25,25578.25,254.75,+1.01%,284019
"2025-12-19 04:00",25383.25,25383.5,25273.75,25323.5,-60.25,-0.24%,27492
"2025-12-19 00:00",25291.75,25393.5,25266.75,25383.75,92,+0.36%,19745
"2025-12-18 20:00",25266.25,25321.75,25236,25291.75,25,+0.10%,16551
"2025-12-18 16:00",25240,25277.25,25209.75,25266.75,47.75,+0.19%,16868
"2025-12-18 12:00",25355.5,25402.25,25192.5,25219,-136.25,-0.54%,196835
"2025-12-18 08:00",25221.5,25412.5,25161.25,25355.25,132.25,+0.52%,362882
"2025-12-18 04:00",25096.75,25264,25064.75,25223,126.5,+0.50%,44149
"2025-12-18 00:00",24984.75,25097.25,24953.75,25096.5,111.25,+0.45%,21612
"2025-12-17 20:00",24965,25012.25,24902.25,24985.25,23,+0.09%,16975
"2025-12-17 16:00",24983.5,24999,24901.25,24962.25,10.5,+0.04%,18565
"2025-12-17 12:00",25022.25,25078,24887.75,24951.75,-70.25,-0.28%,160547
"2025-12-17 08:00",25464.75,25482,24981.75,25022,-442.5,-1.74%,381774
"2025-12-17 04:00",25462.75,25508.5,25395,25464.5,1,0.00%,35907
"2025-12-17 00:00",25352.25,25470,25351.5,25463.5,110.5,+0.44%,19737
"2025-12-16 20:00",25357.25,25380.25,25291.75,25353,-4.,-0.02%,14037
"2025-12-16 16:00",25332,25363,25264.5,25357,35.5,+0.14%,16081
"2025-12-16 12:00",25200.5,25444,25171.75,25321.5,121,+0.48%,169427
